"OBJECTID","FILENAME","CLASS","ADDRESS","LNG","LAT"
"38","http://bike.seoul.go.kr/data/data/1_3/c0109c.jpg","시내_보관대","서울특별시 양천구 신정동 314-7","126.8691192","37.5224748"
"39","http://bike.seoul.go.kr/data/data/1_3/c0110c.jpg","시내_보관대","서울특별시 양천구 신정동 322-4","126.8642329","37.5175062"
"40","http://bike.seoul.go.kr/data/data/1_3/c0111c.jpg","시내_보관대","서울특별시 양천구 신정동 324-4","126.8591011","37.5155439"
"41","http://bike.seoul.go.kr/data/data/1_3/c0114c.jpg","시내_보관대","서울특별시 동대문구 용두동 47-1","127.0379657","37.5745662"
"42","http://bike.seoul.go.kr/data/data/1_3/c0115c.jpg","시내_보관대","서울특별시 동대문구 답십리동 496-11","127.0516893","37.5678788"
"43","http://bike.seoul.go.kr/data/data/1_3/c0116c.jpg","시내_보관대","서울특별시 성동구 용답동 102-1","127.0514899","37.5674942"
"44","http://bike.seoul.go.kr/data/data/1_3/c0117c.jpg","시내_보관대","서울특별시 광진구 중곡동 273-2","127.0846625","37.5663499"
"45","http://bike.seoul.go.kr/data/data/1_3/c0121c.jpg","시내_보관대","서울특별시 광진구 중곡동 277-11","127.078824","37.5635854"
"46","http://bike.seoul.go.kr/data/data/1_3/c0359c.jpg","시내_보관대","서울특별시 송파구 삼전동 86","127.0928916","37.5028368"
"47","http://bike.seoul.go.kr/data/data/1_3/c0372c.jpg","시내_보관대","서울특별시 송파구 신천동 3","127.1002205","37.5138449"
"48","http://bike.seoul.go.kr/data/data/1_3/c0393c.jpg","시내_보관대","서울특별시 영등포구 여의도동 3","126.9232812","37.520955"
"49","http://bike.seoul.go.kr/data/data/1_3/c0004c.jpg","시내_보관대","서울특별시 송파구 잠실동 50-1","127.0733612","37.5106664"
"50","http://bike.seoul.go.kr/data/data/1_3/c0028c.jpg","시내_보관대","서울특별시 송파구 문정동 72-6","127.126439","37.4823392"
"51","http://bike.seoul.go.kr/data/data/1_3/c0044c.jpg","시내_보관대","서울특별시 영등포구 양평5가 35-1","126.8933908","37.5373511"
"52","http://bike.seoul.go.kr/data/data/1_3/c0053c.jpg","시내_보관대","서울특별시 강서구 가양동 179-9","126.8404255","37.5690555"
"54","http://bike.seoul.go.kr/data/data/1_3/c0071c.jpg","시내_보관대","서울특별시 양천구 목동 406-34","126.8752969","37.5247048"
"12","http://bike.seoul.go.kr/data/data/1_2/b0017b.jpg","시내_매장","서울특별시 강서구 화곡동 1006-10","126.8360287","37.5471869"
"23","http://bike.seoul.go.kr/data/data/1_2/b0004b.jpg","시내_매장","서울특별시 송파구 마천동 40-1","127.1474444","37.5006572"
"35","http://bike.seoul.go.kr/data/data/1_3/c0100c.jpg","시내_보관대","서울특별시 구로구 구로동 1-4","126.8921711","37.507498"
"55","http://bike.seoul.go.kr/data/data/1_3/c0087c.jpg","시내_보관대","서울특별시 양천구 목동 406-411","126.8712703","37.5251823"
"56","http://bike.seoul.go.kr/data/data/1_3/c0042c.jpg","시내_보관대","서울특별시 영등포구 양평5가 26-13","126.8929449","37.5381964"
"57","http://bike.seoul.go.kr/data/data/1_3/c0055c.jpg","시내_보관대","서울특별시 강서구 공항동 22-193","126.8110971","37.5640102"
"58","http://bike.seoul.go.kr/data/data/1_3/c0066c.jpg","시내_보관대","서울특별시 금천구 시흥동 113-156","126.8948332","37.4558671"
"59","http://bike.seoul.go.kr/data/data/1_3/c0085c.jpg","시내_보관대","서울특별시 양천구 목동 927-8","126.8665871","37.5256639"
"60","http://bike.seoul.go.kr/data/data/1_3/c0112c.jpg","시내_보관대","서울특별시 동대문구 장안동 469-10","127.0643318","37.5618798"
"61","http://bike.seoul.go.kr/data/data/1_3/c0018c.jpg","시내_보관대","서울특별시 송파구 잠실동 20","127.0834692","37.5118914"
"64","http://bike.seoul.go.kr/data/data/1_3/c0026c.jpg","시내_보관대","서울특별시 송파구 가락동 140","127.1301942","37.4947551"
"65","http://bike.seoul.go.kr/data/data/1_3/c0311c.jpg","시내_보관대","서울특별시 송파구 석촌동 299","127.0969705","37.5011015"
"228","http://bike.seoul.go.kr/data/data/1_2/b0116b.jpg","시내_매장","서울특별시 중랑구 묵동 168-4","127.0763696","37.6166352"
"229","http://bike.seoul.go.kr/data/data/1_2/b0113b.jpg","시내_매장","서울특별시 중랑구 상봉동 126-28","127.0803966","37.5915972"
"16","http://bike.seoul.go.kr/data/data/1_2/b0010b.jpg","시내_매장","서울특별시 영등포구 당산4가 32-52","126.8988312","37.5296129"
"29","http://bike.seoul.go.kr/data/data/1_3/c0010c.jpg","시내_보관대","서울특별시 송파구 잠실동 33","127.0877921","37.5113458"
"67","http://bike.seoul.go.kr/data/data/1_3/c0361c.jpg","시내_보관대","서울특별시 송파구 신천동 30","127.1052165","37.5126176"
"68","http://bike.seoul.go.kr/data/data/1_3/c0363c.jpg","시내_보관대","서울특별시 송파구 방이동 4","127.1159479","37.5159787"
"69","http://bike.seoul.go.kr/data/data/1_3/c0365c.jpg","시내_보관대","서울특별시 송파구 석촌동 209","127.1066114","37.5055311"
"71","http://bike.seoul.go.kr/data/data/1_3/c0373c.jpg","시내_보관대","서울특별시 송파구 잠실동 32","127.0993148","37.5133566"
"72","http://bike.seoul.go.kr/data/data/1_3/c0374c.jpg","시내_보관대","서울특별시 송파구 잠실동 21","127.0859336","37.5117824"
"73","http://bike.seoul.go.kr/data/data/1_3/c0375c.jpg","시내_보관대","서울특별시 송파구 잠실동 23","127.0848709","37.5162587"
"74","http://bike.seoul.go.kr/data/data/1_3/c0391c.jpg","시내_보관대","서울특별시 영등포구 여의도동 5","126.9282002","37.5170814"
"75","http://bike.seoul.go.kr/data/data/1_3/c0416c.jpg","시내_보관대"," ","126.836516","37.5507215"
"76","http://bike.seoul.go.kr/data/data/1_3/c0439c.jpg","시내_보관대","서울특별시 양천구 목동 918","126.8754589","37.5307742"
"77","http://bike.seoul.go.kr/data/data/1_3/c0441c.jpg","시내_보관대","서울특별시 양천구 목동 915","126.8767683","37.5258046"
"79","http://bike.seoul.go.kr/data/data/1_3/c0444c.jpg","시내_보관대","서울특별시 양천구 목동 451","126.8762088","37.5248324"
"80","http://bike.seoul.go.kr/data/data/1_3/c0011c.jpg","시내_보관대","서울특별시 송파구 잠실동 40-1","127.0981923","37.5124653"
"81","http://bike.seoul.go.kr/data/data/1_3/c0012c.jpg","시내_보관대","서울특별시 송파구 잠실동 40-1","127.0990743","37.512682"
"83","http://bike.seoul.go.kr/data/data/1_3/c0020c.jpg","시내_보관대","서울특별시 송파구 잠실동 10-1","127.0717627","37.5110577"
"84","http://bike.seoul.go.kr/data/data/1_3/c0024c.jpg","시내_보관대","서울특별시 송파구 가락동 214-15","127.1182613","37.4922325"
"85","http://bike.seoul.go.kr/data/data/1_3/c0027c.jpg","시내_보관대","서울특별시 송파구 문정동 72-6","127.1263071","37.4795374"
"86","http://bike.seoul.go.kr/data/data/1_3/c0030c.jpg","시내_보관대","서울특별시 송파구 거여동 21-3","127.1427233","37.4940634"
"87","http://bike.seoul.go.kr/data/data/1_3/c0031c.jpg","시내_보관대","서울특별시 송파구 오금동 165-1","127.1366556","37.4972765"
"88","http://bike.seoul.go.kr/data/data/1_3/c0032c.jpg","시내_보관대","서울특별시 송파구 가락동 165-3","127.1342121","37.4981942"
"89","http://bike.seoul.go.kr/data/data/1_3/c0033c.jpg","시내_보관대","서울특별시 송파구 오금동 164-2","127.1352465","37.4991715"
"90","http://bike.seoul.go.kr/data/data/1_3/c0036c.jpg","시내_보관대","서울특별시 송파구 문정동 18-3","127.1294712","37.487136"
"92","http://bike.seoul.go.kr/data/data/1_3/c0038c.jpg","시내_보관대","서울특별시 송파구 가락동 195-1","127.1304126","37.4944523"
"94","http://bike.seoul.go.kr/data/data/1_2/b0008b.jpg","시내_매장","서울특별시 영등포구 당산4가 32-111","126.8980849","37.5286633"
"95","http://bike.seoul.go.kr/data/data/1_3/c0006c.jpg","시내_보관대","서울특별시 송파구 잠실동 102","127.0749253","37.5061443"
